,UID,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
17773,UID17773,29,0,5,19,0,0,15,7,11,0,22,13,80
17774,UID17774,9,17,2,4,0,13,28,6,15,0,46,6,24
17775,UID17775,24,3,7,4,0,0,20,8,20,0,25,14,43
17776,UID17776,28,2,4,2,0,0,40,4,17,0,10,15,52
17777,UID17777,23,0,2,27,0,0,11,5,14,0,14,15,92
17778,UID17778,0,90,28,36,11,3,1,0,0,5,1,1,1
17779,UID17779,18,0,9,3,0,0,81,45,5,0,5,7,35
17780,UID17780,0,21,27,113,6,1,1,0,0,1,1,0,0
17781,UID17781,0,91,37,51,11,5,3,0,0,7,0,0,3
17782,UID17782,0,74,32,42,7,5,2,0,1,6,1,0,2
17783,UID17783,0,87,28,43,14,2,4,0,1,5,0,0,4
17784,UID17784,23,2,6,6,15,0,21,4,15,0,19,13,40
17785,UID17785,0,64,33,45,6,3,3,0,1,9,2,0,2
17786,UID17786,0,16,32,16,5,8,24,1,0,47,3,1,0
17787,UID17787,129,1,2,0,0,0,7,1,16,0,6,10,8
17788,UID17788,22,0,4,6,0,0,80,34,5,0,7,6,18
17789,UID17789,25,0,2,2,0,0,31,7,23,0,8,8,45
17790,UID17790,29,1,3,13,0,0,15,10,19,0,12,11,73
17791,UID17791,0,20,32,98,9,0,3,0,0,1,0,0,0
17792,UID17792,134,2,2,0,0,0,12,2,17,0,14,9,4
17793,UID17793,19,16,3,3,1,12,27,4,7,0,46,6,23
17794,UID17794,0,130,33,60,3,4,3,0,1,3,0,0,4
17795,UID17795,0,20,32,22,6,7,23,0,0,48,1,0,0
17796,UID17796,14,6,2,4,2,20,26,4,10,0,58,6,33
17797,UID17797,0,87,26,46,9,2,1,0,0,6,0,1,5
17798,UID17798,0,39,89,38,3,2,0,0,1,8,0,14,2
17799,UID17799,128,3,5,0,0,0,11,2,11,0,7,8,4
17800,UID17800,0,12,26,113,4,1,2,0,0,0,3,0,3
17801,UID17801,0,62,20,8,15,63,0,0,0,0,2,0,0
17802,UID17802,0,16,32,22,7,4,20,1,1,58,1,0,0
17803,UID17803,19,0,11,17,2,0,10,8,13,0,7,20,69
17804,UID17804,21,1,7,28,0,0,12,8,12,0,12,16,66
17805,UID17805,36,0,12,6,16,0,21,6,12,0,14,10,41
17806,UID17806,29,2,6,1,2,0,37,11,28,0,20,16,52
17807,UID17807,0,42,33,41,39,2,1,0,0,1,3,0,2
17808,UID17808,11,21,2,0,0,17,24,8,8,0,51,11,22
17809,UID17809,20,1,15,4,0,0,21,3,49,0,7,34,21
17810,UID17810,0,31,76,28,3,4,0,0,2,8,0,5,1
17811,UID17811,23,0,8,1,0,0,80,35,7,0,7,4,30
17812,UID17812,0,75,43,48,11,4,0,0,1,6,4,1,0
17813,UID17813,0,65,13,7,8,61,0,1,0,0,3,0,0
17814,UID17814,0,14,39,25,8,3,24,2,0,51,2,1,0
17815,UID17815,0,124,29,51,6,5,3,0,2,9,1,0,3
17816,UID17816,0,74,36,43,10,6,2,0,0,10,0,0,5
17817,UID17817,0,93,24,44,10,4,2,0,1,8,2,0,4
17818,UID17818,0,23,35,19,7,3,17,2,0,57,1,0,1
17819,UID17819,38,2,6,0,0,0,17,6,20,0,18,11,44
17820,UID17820,26,1,6,2,1,0,24,3,23,0,14,22,47
17821,UID17821,29,1,17,1,0,0,21,2,46,0,9,41,14
17822,UID17822,19,4,8,5,15,0,29,2,9,0,15,17,34
17823,UID17823,26,4,8,0,1,0,36,4,23,0,20,19,51
17824,UID17824,22,2,6,2,1,0,32,6,18,0,10,14,44
17825,UID17825,0,17,37,12,14,3,20,3,1,46,1,1,1
17826,UID17826,17,2,18,1,1,0,27,7,46,0,13,38,21
17827,UID17827,22,1,12,4,1,0,19,6,39,0,10,41,22
17828,UID17828,26,0,9,6,25,0,27,4,20,0,17,11,44
17829,UID17829,0,134,25,67,9,5,1,0,0,5,1,0,3
17830,UID17830,20,0,7,23,1,0,4,9,12,0,15,8,82
17831,UID17831,13,1,2,0,0,0,31,1,14,0,6,7,86
17832,UID17832,0,16,37,16,7,8,19,2,0,57,0,1,0
17833,UID17833,0,21,29,24,13,5,20,2,0,40,2,0,0
17834,UID17834,0,22,39,101,10,0,1,0,0,1,0,0,1
17835,UID17835,0,21,26,122,9,2,3,0,0,0,2,0,1
17836,UID17836,129,1,2,0,0,0,17,3,15,0,9,13,2
17837,UID17837,0,57,13,13,13,66,0,0,0,0,7,0,0
17838,UID17838,0,54,23,37,48,3,0,0,0,4,0,0,1
17839,UID17839,0,17,27,103,6,0,1,0,1,2,0,0,2
17840,UID17840,135,3,1,0,0,0,14,1,11,0,8,7,5
17841,UID17841,0,104,25,45,9,2,0,0,2,8,0,0,3
17842,UID17842,0,15,29,17,7,5,22,0,0,51,1,1,0
17843,UID17843,0,55,40,45,43,5,0,0,1,1,2,0,1
17844,UID17844,0,18,24,23,9,2,14,3,0,45,0,1,0
17845,UID17845,0,20,26,107,5,2,3,0,1,1,1,0,3
17846,UID17846,0,72,31,47,5,2,0,0,2,6,1,0,4
17847,UID17847,0,19,23,119,6,0,2,0,0,0,1,1,4
17848,UID17848,22,3,6,3,0,0,33,10,24,0,19,13,47
17849,UID17849,29,0,5,16,0,0,10,4,14,0,15,10,61
17850,UID17850,13,1,2,0,0,0,30,0,17,0,7,11,68
17851,UID17851,14,1,5,25,0,0,11,3,18,0,17,16,46
17852,UID17852,11,11,0,3,0,14,21,4,12,0,49,6,30
17853,UID17853,0,151,17,48,10,4,3,0,0,7,0,0,1
17854,UID17854,73,24,31,18,11,7,3,0,0,0,2,0,1
17855,UID17855,20,1,6,22,1,0,12,3,15,0,16,15,62
17856,UID17856,27,0,3,21,0,0,12,4,22,0,12,13,92
17857,UID17857,35,1,8,2,1,0,33,9,23,0,20,13,57
17858,UID17858,23,0,7,0,0,0,34,2,18,0,25,13,51
17859,UID17859,5,1,0,3,0,0,32,3,33,0,3,3,107
17860,UID17860,71,30,26,17,8,6,2,0,1,0,3,0,3
17861,UID17861,23,2,2,1,2,0,34,9,28,0,20,16,46
17862,UID17862,0,22,27,97,9,1,0,0,0,0,2,0,3
17863,UID17863,0,68,18,5,8,59,0,0,0,0,2,0,0
17864,UID17864,26,2,25,7,0,0,25,9,60,0,13,41,21
17865,UID17865,13,0,6,26,0,0,12,4,11,0,12,16,81
17866,UID17866,0,35,84,22,4,5,0,0,2,8,0,8,2
17867,UID17867,63,29,32,22,12,10,2,0,0,0,2,0,4
17868,UID17868,0,15,31,29,9,4,22,3,0,38,1,0,0
17869,UID17869,33,3,3,3,10,0,31,3,7,0,12,11,39
17870,UID17870,0,119,20,67,7,2,1,0,1,7,1,0,5
17871,UID17871,0,15,40,17,13,6,17,2,0,56,1,0,0
17872,UID17872,0,19,51,109,10,0,0,0,0,0,0,0,0
17873,UID17873,16,3,5,3,1,0,35,0,19,0,9,7,63
17874,UID17874,22,2,4,0,0,0,31,4,25,0,19,8,65
17875,UID17875,0,70,36,47,9,2,0,0,0,9,1,2,2
17876,UID17876,57,22,34,16,8,5,1,0,1,0,2,0,2
17877,UID17877,0,64,19,7,13,67,0,0,0,0,3,0,0
17878,UID17878,21,0,7,2,0,0,88,40,7,0,11,7,22
17879,UID17879,26,4,4,3,1,0,40,9,22,0,15,18,52
17880,UID17880,0,22,41,96,10,2,1,0,1,0,1,0,1
17881,UID17881,74,24,39,22,13,5,0,1,0,0,3,1,1
17882,UID17882,26,1,18,2,0,0,23,3,44,0,5,32,20
17883,UID17883,0,28,28,112,13,0,0,0,0,1,0,0,2
17884,UID17884,0,72,34,41,12,7,1,0,1,9,3,0,2
17885,UID17885,0,16,33,113,11,0,1,0,0,0,1,0,4
17886,UID17886,27,1,30,6,0,0,21,2,41,0,11,32,17
17887,UID17887,0,22,89,34,6,3,0,0,1,4,0,6,1
17888,UID17888,22,2,7,6,12,0,23,8,17,0,17,9,38
17889,UID17889,0,25,37,114,9,0,1,0,1,0,2,0,3
17890,UID17890,32,1,3,3,13,0,32,3,19,0,13,14,34
17891,UID17891,57,26,40,30,18,9,1,0,0,0,1,0,0
17892,UID17892,0,44,101,23,5,7,0,0,1,8,0,7,3
17893,UID17893,0,33,78,35,4,4,0,0,1,3,0,5,1
17894,UID17894,0,38,91,25,7,3,0,0,1,5,0,6,4
17895,UID17895,134,5,2,0,0,0,12,0,11,0,6,10,5
17896,UID17896,19,0,8,18,2,0,15,7,11,0,17,16,65
17897,UID17897,0,49,39,31,49,1,0,0,0,2,1,0,2
17898,UID17898,69,25,38,14,9,6,1,0,0,0,0,0,3
17899,UID17899,22,2,4,12,23,0,28,1,18,0,18,11,39
17900,UID17900,111,1,3,0,0,0,9,1,13,0,7,8,5
17901,UID17901,13,20,5,1,1,18,27,5,7,0,49,3,28
17902,UID17902,0,61,24,8,11,62,0,0,0,0,2,0,0
17903,UID17903,65,17,28,16,7,5,0,0,1,0,2,1,5
17904,UID17904,15,20,6,6,1,17,21,3,11,0,54,8,20
17905,UID17905,132,2,2,0,0,0,19,2,13,0,12,13,4
17906,UID17906,0,72,23,43,12,6,1,0,1,12,2,0,4
17907,UID17907,15,0,8,4,0,0,79,39,4,0,9,6,27
17908,UID17908,0,66,13,6,13,63,0,0,0,0,3,0,0
17909,UID17909,0,58,17,5,11,61,0,0,0,0,4,0,0
17910,UID17910,35,1,19,2,0,0,18,4,44,0,5,36,16
17911,UID17911,0,69,21,4,10,66,0,0,0,0,3,0,0
17912,UID17912,0,81,38,58,11,5,1,0,0,10,2,0,8
17913,UID17913,22,0,14,5,0,0,23,1,37,0,12,39,22
17914,UID17914,71,27,23,14,9,4,1,0,1,0,2,0,6
17915,UID17915,0,14,29,18,7,6,18,1,0,41,0,0,0
17916,UID17916,68,18,24,16,9,6,5,0,0,0,3,0,1
17917,UID17917,28,3,2,2,2,0,25,2,27,0,23,13,64
17918,UID17918,0,103,32,35,12,4,2,0,1,5,2,0,1
17919,UID17919,0,32,84,25,3,1,1,0,2,3,0,5,4
17920,UID17920,0,100,29,38,10,3,0,0,0,8,3,0,4
17921,UID17921,21,0,2,1,0,0,76,37,8,0,2,9,16
17922,UID17922,137,1,0,0,2,0,15,1,21,0,6,6,3
17923,UID17923,0,45,31,31,46,7,0,0,1,5,1,0,2
17924,UID17924,0,98,26,55,14,1,0,0,0,6,1,1,3
17925,UID17925,0,75,45,49,23,6,4,0,0,7,4,0,3
17926,UID17926,7,14,2,2,1,20,18,6,16,0,51,10,28
17927,UID17927,110,2,1,0,0,0,12,3,12,0,9,6,4
17928,UID17928,0,26,26,121,7,1,0,0,0,1,1,0,1
17929,UID17929,12,14,8,5,2,16,30,6,12,0,49,8,24
17930,UID17930,0,22,35,115,9,0,1,0,1,0,0,0,1
17931,UID17931,0,14,27,6,11,7,26,1,1,51,1,1,0
17932,UID17932,0,22,28,117,12,1,2,0,0,0,2,0,4
17933,UID17933,27,0,8,20,0,0,6,6,15,0,12,13,73
17934,UID17934,15,11,4,3,0,13,22,9,14,0,53,6,32
17935,UID17935,59,27,38,15,17,7,1,0,0,0,4,0,2
17936,UID17936,0,21,33,14,9,4,20,0,0,40,1,0,0
17937,UID17937,23,1,6,5,0,0,72,33,6,0,9,8,28
17938,UID17938,11,22,1,4,0,21,27,3,6,0,48,6,31
17939,UID17939,0,15,40,105,7,0,3,0,0,1,0,0,2
17940,UID17940,0,72,19,6,17,76,0,0,0,0,4,0,0
17941,UID17941,61,28,41,19,12,4,0,0,0,0,0,0,2
17942,UID17942,19,1,11,27,0,0,11,9,13,0,13,10,55
17943,UID17943,24,2,19,7,0,0,18,5,55,0,7,26,17
17944,UID17944,0,35,34,96,5,1,2,0,1,0,0,0,1
17945,UID17945,0,54,42,51,38,4,0,0,0,4,2,0,2
17946,UID17946,24,4,11,2,1,0,31,5,27,0,12,9,56
17947,UID17947,29,0,2,21,0,0,6,3,12,0,14,19,78
17948,UID17948,0,91,37,34,6,5,3,0,0,6,0,0,1
17949,UID17949,20,1,10,3,1,0,21,9,49,0,7,51,18
17950,UID17950,0,25,31,98,9,0,1,0,0,0,2,0,1
17951,UID17951,0,20,27,24,16,5,16,3,1,35,1,0,0
17952,UID17952,19,1,3,1,1,0,31,4,23,0,9,10,54
17953,UID17953,23,1,3,19,0,0,7,7,15,0,10,16,69
17954,UID17954,0,44,33,42,40,6,1,0,2,3,2,0,3
17955,UID17955,35,2,23,1,0,0,22,4,41,0,6,44,19
17956,UID17956,0,25,64,29,2,1,0,0,1,7,0,5,1
17957,UID17957,0,9,31,19,14,4,33,0,1,51,2,0,1
17958,UID17958,13,1,4,1,0,0,38,0,21,0,12,10,63
17959,UID17959,29,0,3,6,12,0,24,2,17,0,20,6,44
17960,UID17960,0,66,14,7,16,66,0,0,0,0,7,0,0
17961,UID17961,20,12,4,4,0,14,24,9,13,0,46,10,30
17962,UID17962,16,1,6,11,0,0,9,7,12,0,14,13,69
17963,UID17963,11,13,1,2,1,16,26,5,9,0,59,14,29
17964,UID17964,139,5,2,0,0,0,15,3,13,0,10,11,3
17965,UID17965,20,0,2,4,0,0,79,37,6,0,8,6,20
17966,UID17966,10,12,1,1,2,25,22,3,15,0,50,9,24
17967,UID17967,20,13,1,3,1,17,27,5,12,0,59,10,33
17968,UID17968,57,24,47,29,14,4,3,0,0,0,0,0,2
17969,UID17969,133,2,1,0,0,0,16,2,17,0,12,12,5
17970,UID17970,0,17,24,102,4,2,0,0,1,0,2,0,1
17971,UID17971,0,69,14,8,9,58,0,0,0,0,3,0,0
17972,UID17972,0,21,33,109,6,0,1,0,0,0,0,0,4
17973,UID17973,0,50,30,39,43,4,1,0,1,2,0,0,2
17974,UID17974,31,2,5,3,1,0,34,4,17,0,22,17,46
17975,UID17975,14,0,6,5,0,0,79,37,7,0,11,6,32
17976,UID17976,31,3,11,2,0,0,13,6,53,0,7,34,17
17977,UID17977,0,17,29,93,7,2,2,0,0,0,0,0,2
17978,UID17978,20,0,10,5,0,0,93,31,3,0,4,8,22
17979,UID17979,22,0,8,26,1,0,15,5,15,0,19,8,71
17980,UID17980,0,83,41,37,13,8,2,0,2,6,2,0,3
17981,UID17981,21,2,11,5,12,0,37,6,21,0,17,10,27
17982,UID17982,0,12,20,118,9,0,2,0,0,0,2,0,2
17983,UID17983,18,0,9,2,1,0,26,4,42,0,6,45,28
17984,UID17984,25,0,4,3,1,0,101,29,9,0,2,3,26
17985,UID17985,0,15,35,98,9,1,1,0,0,1,3,0,4
17986,UID17986,0,39,82,34,4,9,0,0,0,5,0,3,1
17987,UID17987,0,71,26,38,5,4,3,0,2,8,2,1,2
17988,UID17988,18,0,6,23,0,0,18,2,17,0,6,16,74
17989,UID17989,35,0,9,24,0,0,10,5,11,0,20,15,66
17990,UID17990,23,3,7,2,1,0,38,4,28,0,18,10,55
17991,UID17991,36,3,11,5,0,0,30,7,21,0,12,10,42
17992,UID17992,0,17,29,96,8,4,0,0,0,0,1,0,5
17993,UID17993,147,8,0,0,0,0,19,1,10,0,6,14,4
17994,UID17994,37,2,14,3,0,0,27,4,51,0,10,33,16
17995,UID17995,0,24,39,113,13,1,3,0,0,0,2,0,4
17996,UID17996,17,10,1,3,0,15,32,5,13,0,57,15,28
17997,UID17997,0,31,29,121,7,1,4,0,0,2,1,0,4
17998,UID17998,0,37,23,110,5,0,1,0,0,0,0,0,0
17999,UID17999,0,71,26,45,9,3,1,0,1,11,2,0,6
18000,UID18000,29,0,4,0,0,0,75,36,6,0,7,5,16
18001,UID18001,0,16,26,110,5,2,0,0,0,1,1,0,2
18002,UID18002,0,69,36,50,8,3,2,0,5,8,1,0,4
18003,UID18003,0,42,66,24,7,6,1,0,1,6,0,2,1
18004,UID18004,0,46,31,43,41,2,0,0,0,1,1,0,2
18005,UID18005,14,0,5,17,0,0,14,6,17,0,14,11,65
18006,UID18006,24,4,4,4,18,0,22,3,14,0,17,14,34
18007,UID18007,11,13,4,3,2,10,25,6,5,0,60,6,33
18008,UID18008,0,48,35,31,32,9,0,0,1,5,1,0,2
18009,UID18009,26,2,7,6,11,0,22,3,16,0,14,14,41
18010,UID18010,17,15,6,2,1,10,24,3,14,0,52,14,23
18011,UID18011,0,29,32,114,13,0,0,0,0,0,0,0,0
18012,UID18012,0,134,29,64,1,1,4,0,3,9,1,0,2
18013,UID18013,24,2,8,6,14,0,35,2,12,0,14,18,38
18014,UID18014,62,27,34,14,12,4,1,0,0,0,2,0,1
18015,UID18015,0,19,35,129,8,1,1,0,1,0,2,0,0
18016,UID18016,0,36,83,17,0,2,1,0,2,7,0,8,2
18017,UID18017,29,0,3,3,0,0,87,39,0,0,6,1,25
18018,UID18018,65,24,38,24,10,6,1,0,0,0,2,0,2
18019,UID18019,0,44,97,29,3,3,1,0,1,8,0,2,1
18020,UID18020,0,18,23,22,12,7,25,2,0,55,1,0,0
18021,UID18021,22,0,4,5,1,0,24,3,22,0,19,18,66
18022,UID18022,0,47,29,29,46,4,1,0,0,2,0,0,2
18023,UID18023,0,21,26,22,5,3,19,2,0,41,0,0,0
18024,UID18024,0,42,26,33,29,5,1,0,0,1,2,0,4
18025,UID18025,32,1,16,5,1,0,19,4,36,0,9,48,17
18026,UID18026,20,1,8,19,1,0,18,6,8,0,10,10,71
18027,UID18027,0,26,81,31,2,6,1,0,1,8,0,10,2
18028,UID18028,27,0,4,18,1,0,10,4,16,0,8,18,72
18029,UID18029,0,56,20,8,12,57,0,0,0,0,0,0,0
18030,UID18030,0,29,72,16,10,1,0,0,3,5,0,9,5
18031,UID18031,28,1,6,3,0,0,28,9,11,0,20,15,45
18032,UID18032,0,28,104,36,2,9,0,0,2,3,0,5,1
18033,UID18033,0,48,23,37,45,13,0,0,0,6,4,0,1
18034,UID18034,0,26,26,98,8,1,0,0,0,1,2,0,1
18035,UID18035,16,0,0,3,0,0,36,3,18,0,9,11,71
18036,UID18036,30,3,7,4,25,0,29,6,18,0,20,13,44
18037,UID18037,11,18,4,2,0,20,28,7,9,0,48,6,21
18038,UID18038,0,33,92,27,5,2,1,0,0,5,0,7,0
18039,UID18039,0,50,32,37,60,4,0,0,0,5,1,0,1
18040,UID18040,17,0,14,7,0,0,13,12,44,0,8,42,21
18041,UID18041,0,60,21,7,13,68,0,0,0,0,2,0,0
18042,UID18042,126,1,0,0,0,0,14,2,18,0,6,14,4
18043,UID18043,0,31,83,15,8,4,0,0,2,1,0,5,3
18044,UID18044,0,20,23,12,14,4,17,2,0,61,2,0,0
18045,UID18045,0,60,37,28,41,3,0,0,0,5,1,0,2
18046,UID18046,145,1,1,0,0,0,16,3,14,0,12,16,4
18047,UID18047,0,24,39,119,4,3,1,0,0,1,0,0,1
18048,UID18048,0,41,27,38,57,4,0,0,1,2,1,0,2
18049,UID18049,22,2,5,1,1,0,31,7,22,0,13,14,46
18050,UID18050,22,0,9,25,1,0,15,8,11,0,19,18,69
18051,UID18051,0,81,43,47,11,2,0,0,1,13,2,0,4
18052,UID18052,28,2,9,7,0,0,31,3,22,0,20,15,51
18053,UID18053,0,82,35,50,9,3,0,0,2,10,0,0,3
18054,UID18054,27,1,1,18,2,0,12,5,17,0,11,17,84
18055,UID18055,0,24,26,122,8,2,2,0,0,0,1,0,3
18056,UID18056,18,14,4,4,0,16,30,5,15,0,54,5,23
18057,UID18057,26,3,2,6,15,0,22,8,15,0,14,13,42
18058,UID18058,0,35,97,24,3,1,1,0,3,5,0,7,2
18059,UID18059,139,2,1,0,0,0,8,2,12,0,10,21,5
18060,UID18060,20,3,1,3,0,0,87,33,6,0,4,7,20
18061,UID18061,0,19,29,117,12,0,3,0,0,1,1,0,5
18062,UID18062,7,0,1,2,0,0,53,3,32,0,2,3,125
18063,UID18063,0,11,29,20,14,7,20,1,0,50,1,0,0
18064,UID18064,18,0,8,16,0,0,6,4,9,0,13,17,70
18065,UID18065,23,1,2,4,0,0,87,39,2,0,9,5,29
18066,UID18066,0,71,43,52,11,4,4,0,0,11,2,0,1
18067,UID18067,0,50,30,42,44,2,1,0,0,5,0,0,1
18068,UID18068,0,73,19,5,12,70,0,0,0,0,5,0,0
18069,UID18069,0,37,85,27,1,6,0,0,1,5,0,6,3
18070,UID18070,30,3,3,7,11,0,25,7,15,0,14,11,25
18071,UID18071,140,3,0,0,0,0,10,0,12,0,8,8,5
18072,UID18072,0,30,27,106,7,0,1,0,1,0,0,0,3
18073,UID18073,45,18,23,24,20,7,3,0,0,0,3,0,2
18074,UID18074,55,26,35,20,6,3,3,0,2,0,3,1,2
18075,UID18075,0,20,24,17,8,2,26,3,2,47,1,1,0
18076,UID18076,0,24,22,98,12,1,1,0,2,0,1,0,3
18077,UID18077,23,2,2,1,3,0,37,4,37,0,18,10,46
18078,UID18078,6,1,0,0,0,0,41,0,17,0,3,3,114
18079,UID18079,55,30,34,21,13,2,0,0,0,0,4,1,1
18080,UID18080,0,68,23,12,12,67,0,0,0,0,6,1,0
18081,UID18081,22,0,5,2,0,0,73,46,6,0,10,3,22
18082,UID18082,19,1,4,6,0,0,91,30,2,0,3,6,23
18083,UID18083,0,58,20,7,5,67,0,0,0,0,5,1,0
18084,UID18084,28,0,7,20,2,0,11,9,12,0,10,15,91
18085,UID18085,0,19,35,22,6,2,21,0,1,41,2,0,0
18086,UID18086,11,18,7,3,0,22,26,6,19,0,50,8,20
18087,UID18087,63,23,28,22,12,6,2,0,0,0,0,0,2
18088,UID18088,23,0,6,20,1,0,9,4,10,0,11,17,79
18089,UID18089,24,4,5,6,15,0,31,3,11,0,23,5,33
18090,UID18090,31,0,12,3,0,0,19,6,35,0,4,41,27
18091,UID18091,0,30,77,29,4,6,0,0,0,8,0,3,4
18092,UID18092,0,71,30,44,8,5,2,0,0,7,2,0,5
18093,UID18093,0,43,35,40,46,4,1,0,0,7,0,0,0
18094,UID18094,0,83,20,5,18,56,0,0,0,0,6,0,0
18095,UID18095,0,63,24,10,15,67,0,0,0,0,3,0,0
18096,UID18096,0,21,25,115,8,2,5,0,0,0,0,0,1
18097,UID18097,15,10,2,3,2,22,18,5,15,0,52,6,32
18098,UID18098,0,23,29,110,7,0,1,0,0,0,0,0,2
18099,UID18099,0,64,15,8,8,70,0,0,0,0,2,1,0
18100,UID18100,0,34,73,17,3,7,0,0,0,6,0,10,0
18101,UID18101,22,4,2,2,0,0,36,2,18,0,14,9,55
18102,UID18102,0,71,14,5,12,65,0,0,0,0,4,0,0
18103,UID18103,21,0,4,28,0,0,10,6,13,0,18,11,87
18104,UID18104,0,34,85,25,4,3,1,0,0,7,0,8,1
18105,UID18105,25,2,6,0,1,0,32,2,26,0,15,12,52
18106,UID18106,0,34,83,23,10,4,0,0,0,5,0,5,1
18107,UID18107,0,64,30,51,8,6,1,0,0,7,0,1,3
18108,UID18108,0,12,32,20,10,4,26,3,0,37,3,0,0
18109,UID18109,0,70,17,7,8,62,0,0,0,0,3,2,0
18110,UID18110,0,17,23,94,6,1,0,0,0,0,0,0,4
18111,UID18111,21,0,1,4,1,0,99,34,3,0,4,4,26
18112,UID18112,0,63,15,6,10,60,0,0,0,0,4,0,0
18113,UID18113,0,35,32,51,40,6,0,0,0,8,2,0,0
18114,UID18114,0,20,33,101,7,1,2,0,1,0,0,0,1
18115,UID18115,0,73,31,49,13,6,1,0,0,13,1,1,2
18116,UID18116,27,2,2,7,10,0,24,3,12,0,19,9,39
18117,UID18117,0,66,12,6,10,59,0,0,0,0,5,0,0
18118,UID18118,32,2,12,2,0,0,24,2,54,0,10,28,10
18119,UID18119,26,1,8,3,12,0,28,1,15,0,13,21,38
18120,UID18120,135,1,2,0,0,0,8,2,11,0,11,13,7
18121,UID18121,0,18,32,17,16,4,22,1,1,46,1,0,1
18122,UID18122,19,16,2,5,0,17,21,11,8,0,45,6,24
18123,UID18123,32,1,13,5,0,0,17,4,45,0,13,35,20
18124,UID18124,0,29,86,34,6,5,1,0,1,3,0,4,3
18125,UID18125,22,0,4,20,0,0,12,2,19,0,12,12,79
18126,UID18126,0,32,78,18,2,6,0,0,1,2,0,10,0
18127,UID18127,0,58,13,10,12,62,0,0,0,0,5,0,0
18128,UID18128,20,0,16,1,0,0,17,3,36,0,7,49,24
18129,UID18129,0,51,38,38,47,6,1,0,0,2,2,0,1
18130,UID18130,0,60,16,3,13,69,0,0,0,0,5,0,0
18131,UID18131,15,8,3,7,1,27,25,4,17,0,56,10,30
18132,UID18132,109,2,3,0,0,0,16,1,10,0,6,16,2
18133,UID18133,24,0,12,20,1,0,11,6,6,0,10,14,76
18134,UID18134,0,29,26,116,5,0,0,0,1,0,2,0,2
18135,UID18135,29,0,8,7,1,0,23,3,34,0,10,33,22
18136,UID18136,0,25,88,26,4,6,1,0,2,6,0,5,3
18137,UID18137,69,28,41,18,10,6,2,0,0,0,3,1,0
18138,UID18138,24,0,4,7,6,0,23,4,8,0,10,5,29
18139,UID18139,0,17,37,27,10,1,23,2,0,53,3,0,0
18140,UID18140,0,68,37,45,15,5,1,0,0,8,1,0,2
18141,UID18141,18,1,2,1,0,0,27,1,22,0,11,11,75
18142,UID18142,11,0,1,2,0,0,29,3,18,0,4,5,78
18143,UID18143,25,3,12,1,0,0,31,7,28,0,15,15,59
18144,UID18144,24,3,4,4,12,0,30,6,17,0,17,10,32
18145,UID18145,0,38,33,27,40,7,0,0,0,0,0,0,0
18146,UID18146,25,4,5,11,17,0,22,4,19,0,16,14,35
18147,UID18147,0,55,36,35,38,8,1,0,0,2,1,0,1
18148,UID18148,22,0,18,5,0,0,19,4,41,0,6,37,30
18149,UID18149,3,1,1,7,0,0,48,0,28,0,0,0,117
18150,UID18150,0,10,22,16,11,9,25,0,0,53,0,0,0
18151,UID18151,17,0,20,3,0,0,21,12,40,0,11,42,16
18152,UID18152,0,94,33,36,7,2,0,0,0,8,1,0,4
18153,UID18153,0,29,27,93,9,0,0,0,0,1,1,0,5
18154,UID18154,0,24,34,111,8,0,0,0,0,0,4,0,1
18155,UID18155,0,37,80,29,2,0,0,0,0,4,0,9,2
18156,UID18156,22,2,25,3,0,0,16,10,35,0,15,36,15
18157,UID18157,123,3,1,0,0,0,14,2,13,0,12,10,5
18158,UID18158,18,1,7,4,0,0,93,31,2,0,11,3,26
18159,UID18159,24,1,6,3,0,0,92,25,4,0,8,4,32
18160,UID18160,129,3,0,0,0,0,13,2,14,0,8,9,3
18161,UID18161,29,1,18,3,0,0,20,6,36,0,10,48,24
18162,UID18162,29,1,6,22,1,0,15,8,5,0,19,11,56
18163,UID18163,16,0,3,18,0,0,12,2,17,0,16,16,77
18164,UID18164,0,28,39,97,3,2,1,0,0,0,0,0,2
18165,UID18165,0,17,35,14,15,2,24,0,1,50,2,0,0
18166,UID18166,136,1,1,0,0,0,6,3,11,0,9,16,5
18167,UID18167,115,4,1,0,0,0,10,0,16,0,12,15,4
18168,UID18168,0,20,20,106,9,1,1,0,0,0,0,0,2
18169,UID18169,0,79,25,29,9,3,3,0,3,9,1,1,2
18170,UID18170,0,38,84,27,3,6,0,0,1,7,0,10,2
18171,UID18171,12,13,1,0,0,5,19,2,12,0,48,5,22
18172,UID18172,0,99,29,58,12,2,2,0,0,5,0,0,2
18173,UID18173,0,59,28,38,13,4,3,0,1,3,1,0,3
18174,UID18174,0,30,85,31,4,6,0,0,0,4,0,7,5
18175,UID18175,13,18,1,4,1,20,25,8,10,0,48,8,21
18176,UID18176,0,47,35,44,46,6,1,0,0,3,1,0,4
18177,UID18177,29,0,7,25,0,0,5,4,15,0,17,17,78
18178,UID18178,38,1,5,1,0,0,36,5,24,0,15,15,47
18179,UID18179,0,18,21,27,9,7,25,0,0,53,3,0,0
18180,UID18180,0,21,31,109,9,4,2,0,0,0,2,1,3
18181,UID18181,15,16,9,3,1,15,21,8,16,0,54,9,31
18182,UID18182,33,1,6,4,0,0,30,4,29,0,26,15,61
